applicant_age,education,home_ownership,annual_income,employment_years,credit_history_years,credit_score,previous_defaults,loan_purpose,loan_amount,loan_term_months,monthly_debt,debt_to_income,interest_rate,defaulted
62,Graduate,Mortgage,97233.0,1.9,30.4,782.0,0,Debt Consolidation,9263.0,24,1702.0,0.21,8.67,0
32,Not Graduate,Own,51833.0,3.4,5.1,652.0,0,Business,36048.0,72,365.0,0.085,10.73,0
43,Not Graduate,Rent,39795.0,8.0,18.0,749.0,0,Medical,13107.0,48,504.0,0.152,9.93,0
50,Not Graduate,Rent,38566.0,6.8,14.9,750.0,0,Home Improvement,62666.0,24,640.0,0.199,9.15,0
39,Not Graduate,Rent,33312.0,12.4,11.8,665.0,0,Medical,6421.0,48,280.0,0.101,8.13,0
64,Post Graduate,Mortgage,42411.0,7.1,31.2,758.0,0,Vehicle,49364.0,36,1808.0,0.512,9.61,0
34,Not Graduate,Rent,118655.0,3.0,10.4,844.0,0,Debt Consolidation,25907.0,24,4145.0,0.419,8.26,0
42,Not Graduate,Rent,101201.0,8.3,6.2,692.0,0,Home Improvement,9175.0,36,583.0,0.069,9.65,0
29,Graduate,Mortgage,39346.0,4.0,2.9,684.0,0,Business,96056.0,36,620.0,0.189,12.38,0
34,Graduate,Mortgage,25868.0,5.1,3.9,559.0,0,Education,59434.0,48,804.0,0.373,14.42,1
41,Post Graduate,Rent,78662.0,,9.8,710.0,0,Business,75933.0,36,702.0,0.107,7.95,0
47,Not Graduate,Rent,43704.0,2.7,7.5,650.0,0,Business,40188.0,12,1847.0,0.507,14.73,0
42,Graduate,Mortgage,75559.0,23.7,13.1,704.0,0,Home Improvement,19548.0,60,1840.0,0.292,11.46,0
52,Post Graduate,Rent,107091.0,3.6,13.2,797.0,0,Home Improvement,29314.0,36,2183.0,0.245,7.0,0
37,Not Graduate,Own,27585.0,1.7,13.5,654.0,0,Business,51556.0,36,408.0,0.177,12.65,0
34,Not Graduate,Own,83087.0,8.9,9.8,691.0,0,Debt Consolidation,20987.0,36,1771.0,0.256,10.14,0
68,Graduate,Rent,48585.0,1.4,30.9,730.0,0,Education,17645.0,60,1547.0,0.382,8.82,0
42,Not Graduate,Mortgage,61397.0,5.4,13.7,739.0,0,Home Improvement,37095.0,48,1314.0,0.257,9.54,0
30,Graduate,Rent,50632.0,9.7,2.1,527.0,1,Education,31492.0,24,1570.0,0.372,18.6,1
30,Graduate,Own,86260.0,2.5,2.3,490.0,1,Debt Consolidation,47064.0,36,2036.0,0.283,20.22,0
28,Not Graduate,Rent,16131.0,6.0,3.7,621.0,0,Debt Consolidation,65360.0,60,524.0,0.39,14.14,1
48,Post Graduate,Rent,101632.0,5.0,21.4,737.0,0,Medical,37143.0,12,3066.0,0.362,9.35,0
34,Graduate,Rent,39169.0,3.6,3.4,699.0,0,Home Improvement,15006.0,12,789.0,0.242,12.52,0
39,Post Graduate,Mortgage,75351.0,12.4,8.5,713.0,0,Debt Consolidation,28081.0,60,2573.0,0.41,9.65,0
37,Post Graduate,Rent,127641.0,4.9,11.7,718.0,1,Business,47237.0,36,4291.0,0.403,12.56,1
46,Graduate,Rent,39679.0,8.8,10.0,668.0,0,Business,59585.0,24,1649.0,0.499,12.71,1
29,Graduate,Rent,36975.0,10.1,7.0,605.0,0,Home Improvement,45340.0,48,167.0,0.054,13.13,0
26,Not Graduate,Mortgage,39504.0,5.3,4.7,653.0,0,Debt Consolidation,27394.0,24,1255.0,0.381,12.8,0
40,Not Graduate,Own,38398.0,3.0,4.3,586.0,0,Home Improvement,21596.0,36,1333.0,0.417,16.46,1
45,Graduate,Mortgage,35505.0,10.3,14.4,557.0,1,Vehicle,49256.0,60,937.0,0.317,17.93,1
42,Not Graduate,Mortgage,48990.0,5.5,6.0,621.0,0,Business,46995.0,24,1450.0,0.355,13.03,0
29,Not Graduate,Own,50148.0,5.8,4.2,615.0,0,Business,44575.0,48,276.0,0.066,11.38,1
45,Not Graduate,Own,57520.0,4.7,18.9,699.0,0,Debt Consolidation,19196.0,36,1827.0,0.381,10.29,0
30,Not Graduate,Rent,32297.0,10.1,2.3,636.0,0,Debt Consolidation,89760.0,60,545.0,0.202,11.56,1
32,Graduate,Mortgage,37242.0,2.8,9.4,664.0,0,Vehicle,32434.0,48,1119.0,0.361,13.01,0
28,Graduate,Mortgage,53994.0,5.9,6.5,610.0,0,Vehicle,26964.0,36,783.0,0.174,13.13,0
52,Graduate,Rent,51008.0,3.1,19.5,685.0,0,Debt Consolidation,32435.0,36,673.0,0.158,10.95,0
45,Post Graduate,Own,65856.0,4.7,10.2,676.0,0,Vehicle,26307.0,48,1869.0,0.341,10.23,0
45,Post Graduate,Rent,53030.0,10.8,8.5,704.0,0,Debt Consolidation,13921.0,72,1028.0,0.233,9.88,0
52,Not Graduate,Own,54180.0,10.8,14.6,723.0,0,Education,33332.0,60,909.0,0.201,9.93,0
68,Graduate,Mortgage,37268.0,5.2,14.2,679.0,0,Home Improvement,12729.0,60,206.0,0.066,11.41,0
21,Not Graduate,Mortgage,44204.0,7.1,1.0,612.0,0,Business,40409.0,72,506.0,0.137,11.33,1
30,Graduate,Rent,49619.0,7.0,2.2,664.0,0,Education,,24,1324.0,0.32,13.79,0
31,Graduate,Mortgage,56103.0,3.1,6.7,649.0,0,Home Improvement,8648.0,36,1027.0,0.22,13.67,0
29,Graduate,Mortgage,97088.0,8.1,1.7,779.0,0,Debt Consolidation,39622.0,72,667.0,0.082,7.97,1
26,Not Graduate,Rent,25849.0,3.3,2.2,627.0,0,Vehicle,15413.0,60,541.0,0.251,14.4,0
35,Graduate,Own,19417.0,4.6,9.2,639.0,0,Debt Consolidation,35912.0,24,440.0,0.272,12.28,1
25,Not Graduate,Own,35745.0,1.7,1.5,502.0,1,Debt Consolidation,31043.0,36,571.0,0.192,18.01,1
42,Post Graduate,Mortgage,43424.0,8.9,8.6,653.0,0,Vehicle,30662.0,24,88.0,0.024,11.06,0
39,Not Graduate,Mortgage,12039.0,10.1,3.8,642.0,0,Business,27044.0,60,218.0,0.217,12.65,1
43,Graduate,Rent,124974.0,7.2,5.8,763.0,0,Business,35527.0,48,3213.0,0.309,7.85,0
44,Post Graduate,Rent,93782.0,6.0,7.8,725.0,0,Debt Consolidation,19713.0,48,3179.0,0.407,11.01,1
45,Not Graduate,Rent,63055.0,4.4,6.5,609.0,0,Debt Consolidation,,60,597.0,0.114,14.5,0
34,Graduate,Rent,50088.0,9.1,6.7,648.0,0,Debt Consolidation,21684.0,24,1089.0,0.261,13.31,0
61,Not Graduate,Own,56439.0,14.1,10.7,,0,Business,33306.0,72,1688.0,0.359,10.91,0
41,Post Graduate,Mortgage,60275.0,3.6,7.9,,0,Education,42599.0,36,2395.0,0.477,7.85,0
21,Graduate,Own,82162.0,5.3,1.0,616.0,0,Business,27126.0,12,1978.0,0.289,11.89,0
27,Not Graduate,Mortgage,50850.0,3.0,4.2,613.0,0,Medical,8659.0,60,1044.0,0.246,13.37,1
21,Graduate,Rent,56026.0,6.0,1.0,585.0,0,Vehicle,15780.0,72,2508.0,0.537,16.62,0
38,Graduate,Rent,57961.0,4.7,14.0,709.0,0,Business,68239.0,72,448.0,0.093,7.78,0
37,Not Graduate,Mortgage,90310.0,5.5,11.6,782.0,0,Vehicle,29597.0,60,1545.0,0.205,7.46,0
33,Graduate,Own,61408.0,9.1,7.4,713.0,0,Medical,27234.0,36,1697.0,0.332,11.19,0
60,Graduate,Rent,35835.0,10.6,18.4,723.0,0,Vehicle,33278.0,36,383.0,0.128,8.96,0
44,Graduate,Mortgage,,2.7,5.2,634.0,0,Home Improvement,75625.0,36,2534.0,0.459,13.12,0
46,Graduate,Own,70974.0,7.0,11.5,656.0,1,Debt Consolidation,9033.0,36,1894.0,0.32,12.51,1
28,Graduate,Rent,53363.0,12.4,4.2,658.0,0,Debt Consolidation,26363.0,60,1989.0,0.447,13.76,0
27,Not Graduate,Own,45620.0,7.9,5.7,672.0,0,Vehicle,28754.0,48,656.0,0.173,10.32,0
38,Graduate,Mortgage,35249.0,3.1,14.2,684.0,0,Education,27969.0,36,468.0,0.159,12.37,0
40,Graduate,Rent,59497.0,10.4,5.0,681.0,0,Vehicle,43903.0,60,2224.0,0.449,12.3,0
21,Post Graduate,Mortgage,42207.0,8.2,1.0,689.0,0,Home Improvement,44519.0,48,1004.0,0.285,11.42,0
36,Post Graduate,Own,65122.0,7.7,10.6,699.0,0,Debt Consolidation,25112.0,36,2043.0,0.376,12.03,0
38,Graduate,Own,42142.0,5.2,11.1,682.0,0,Business,15076.0,60,717.0,0.204,10.45,0
36,Graduate,Mortgage,88637.0,7.4,12.1,817.0,0,Vehicle,112381.0,48,759.0,0.103,6.14,0
29,Graduate,Own,114402.0,22.9,3.5,818.0,0,Debt Consolidation,28186.0,48,3025.0,0.317,5.95,0
32,Graduate,Rent,,1.5,5.2,530.0,1,Home Improvement,29677.0,12,706.0,0.249,17.31,1
36,Graduate,Rent,56836.0,4.5,11.8,668.0,0,Vehicle,56628.0,48,2020.0,0.426,11.45,1
39,Post Graduate,Rent,63399.0,4.8,4.7,716.0,0,Debt Consolidation,22781.0,36,841.0,0.159,8.9,0
45,Not Graduate,Rent,57558.0,0.8,15.8,731.0,0,Debt Consolidation,57552.0,60,663.0,0.138,11.07,0
50,Graduate,Rent,59475.0,17.1,20.9,753.0,0,Education,23894.0,12,1856.0,0.374,8.22,0
35,Post Graduate,,61239.0,3.0,11.2,623.0,0,Medical,63421.0,36,1089.0,0.213,13.64,0
33,Graduate,Rent,59408.0,2.8,4.2,627.0,0,Education,36331.0,12,717.0,0.145,12.23,0
43,Graduate,Rent,51710.0,2.0,14.1,687.0,0,Debt Consolidation,19506.0,72,482.0,0.112,8.96,0
45,Graduate,Own,116438.0,4.5,5.9,771.0,0,Debt Consolidation,93827.0,36,2999.0,0.309,9.13,0
33,Graduate,Rent,39849.0,7.7,9.5,642.0,1,Business,53179.0,24,56.0,0.017,12.56,0
47,Post Graduate,Own,81857.0,5.8,13.2,641.0,0,Business,27316.0,60,2482.0,0.364,12.59,0
49,Graduate,Mortgage,71635.0,3.3,16.8,752.0,0,Debt Consolidation,13044.0,60,2911.0,0.488,11.01,0
52,Not Graduate,Rent,56889.0,7.5,23.2,786.0,0,Medical,34037.0,60,718.0,0.151,6.66,0
58,Graduate,Rent,49809.0,,19.1,601.0,0,Debt Consolidation,60551.0,60,649.0,0.156,13.69,0
28,Post Graduate,Own,134940.0,11.6,4.0,,1,Medical,28694.0,60,2306.0,0.205,11.43,0
38,Not Graduate,Rent,18243.0,3.9,8.6,662.0,0,Vehicle,33912.0,72,84.0,0.055,10.7,0
38,Not Graduate,Own,28546.0,3.7,10.2,587.0,0,Home Improvement,66652.0,36,1065.0,0.448,13.94,1
37,Graduate,Mortgage,76773.0,9.4,10.9,705.0,0,Home Improvement,39304.0,36,3171.0,0.496,12.45,0
31,Post Graduate,Own,49061.0,2.9,7.6,686.0,0,Debt Consolidation,19696.0,24,2088.0,0.511,12.49,0
22,Not Graduate,Own,30614.0,2.0,1.0,383.0,3,Education,20167.0,60,343.0,0.134,27.26,1
39,Graduate,Mortgage,46155.0,5.7,7.7,653.0,0,Business,51827.0,72,503.0,0.131,11.63,0
30,Post Graduate,Rent,51191.0,7.8,4.6,683.0,0,Debt Consolidation,,36,670.0,0.157,11.74,0
39,Graduate,Mortgage,75863.0,1.9,4.6,636.0,0,Education,51450.0,48,2289.0,0.362,13.42,0
29,Graduate,Mortgage,85561.0,10.0,5.9,682.0,0,Debt Consolidation,34639.0,36,1402.0,0.197,12.32,0
26,Not Graduate,,48596.0,1.7,3.1,595.0,1,Debt Consolidation,41107.0,60,1598.0,0.395,15.65,1
41,Graduate,Rent,91545.0,4.0,3.8,677.0,1,Home Improvement,34251.0,12,2040.0,0.267,12.27,1
40,Graduate,Rent,30519.0,5.8,11.7,676.0,0,Business,64889.0,48,9.0,0.004,12.02,0
44,Graduate,Mortgage,58933.0,12.3,9.5,767.0,0,Debt Consolidation,42626.0,48,1682.0,0.342,9.48,0
62,Graduate,Rent,104462.0,12.7,27.1,829.0,0,Debt Consolidation,24536.0,36,2056.0,0.236,7.92,0
41,Graduate,Mortgage,88396.0,6.5,6.2,,0,Debt Consolidation,25499.0,72,3320.0,0.451,8.73,0
43,Graduate,Own,108698.0,4.5,4.2,736.0,0,Education,33798.0,36,3156.0,0.348,9.38,0
26,Post Graduate,Own,55901.0,4.6,1.4,672.0,0,Education,30081.0,48,1380.0,0.296,13.72,0
24,Not Graduate,Own,70565.0,16.1,1.8,734.0,0,Debt Consolidation,58269.0,24,608.0,0.103,6.53,0
55,Not Graduate,Rent,38542.0,11.1,23.1,689.0,0,Home Improvement,31779.0,36,724.0,0.225,11.59,0
28,Graduate,Own,74445.0,7.3,4.5,596.0,1,Vehicle,12928.0,24,1903.0,0.307,13.38,1
27,Not Graduate,Mortgage,84242.0,6.6,1.3,665.0,0,Education,14763.0,48,3006.0,0.428,14.22,0
38,Graduate,Rent,39842.0,6.2,10.1,573.0,1,Education,24797.0,48,1292.0,0.389,16.26,1
37,Graduate,Mortgage,24709.0,1.5,8.3,573.0,2,Home Improvement,42066.0,36,957.0,0.465,19.23,1
28,Not Graduate,Mortgage,107254.0,0.6,5.5,799.0,0,Medical,15563.0,72,3171.0,0.355,6.45,0
35,Graduate,Rent,70945.0,5.1,5.2,677.0,0,Vehicle,40467.0,36,1840.0,0.311,12.21,0
52,Not Graduate,Own,44505.0,2.7,20.5,671.0,0,Debt Consolidation,18548.0,48,1089.0,0.294,11.48,0
29,Post Graduate,Rent,67776.0,6.6,5.3,602.0,0,Debt Consolidation,30863.0,72,1489.0,0.264,15.47,0
23,Not Graduate,Own,18183.0,6.3,1.7,579.0,0,Debt Consolidation,35525.0,60,144.0,0.095,13.19,0
48,Graduate,Mortgage,62563.0,2.0,12.3,655.0,0,Medical,12366.0,60,526.0,0.101,9.98,0
43,Graduate,Mortgage,44857.0,6.7,4.3,643.0,0,Debt Consolidation,35158.0,12,407.0,0.109,11.22,0
31,Graduate,Mortgage,58315.0,6.9,3.3,581.0,1,Vehicle,68772.0,48,1570.0,0.323,18.58,1
21,Not Graduate,Rent,47343.0,6.8,1.0,666.0,0,Debt Consolidation,25371.0,60,481.0,0.122,12.15,0
30,Post Graduate,Own,15944.0,3.9,5.7,653.0,0,Education,29497.0,48,197.0,0.148,12.86,0
37,Post Graduate,Rent,90884.0,7.6,9.4,704.0,0,Debt Consolidation,32512.0,48,985.0,0.13,9.1,1
51,Graduate,Mortgage,62009.0,7.9,16.0,776.0,0,Business,40133.0,72,2005.0,0.388,7.03,0
27,Not Graduate,Rent,54015.0,7.6,1.6,612.0,1,Business,38690.0,48,997.0,0.221,16.75,1
37,Not Graduate,Rent,43002.0,4.9,6.8,697.0,0,Home Improvement,27467.0,60,1015.0,0.283,9.21,0
45,Not Graduate,Rent,47742.0,13.2,14.4,693.0,0,Education,11943.0,60,1616.0,0.406,11.48,0
21,Not Graduate,Rent,50479.0,,1.0,699.0,0,Business,48983.0,60,1152.0,0.274,9.87,1
49,Graduate,Rent,64435.0,6.0,22.3,748.0,0,Home Improvement,15658.0,24,1154.0,0.215,8.68,0
25,Graduate,Rent,70546.0,3.7,1.1,737.0,0,Vehicle,34789.0,60,1877.0,0.319,7.62,0
42,Post Graduate,Mortgage,82793.0,3.4,13.5,748.0,0,Medical,34105.0,60,3195.0,0.463,10.77,1
41,Graduate,Mortgage,130925.0,8.0,7.8,745.0,1,Home Improvement,35376.0,48,3045.0,0.279,12.33,0
50,Graduate,Rent,41081.0,2.4,22.0,665.0,0,Education,17396.0,36,783.0,0.229,12.72,1
44,Graduate,Mortgage,,8.3,17.0,753.0,0,Vehicle,33640.0,36,1596.0,0.398,8.11,0
21,Graduate,Own,122007.0,2.1,1.0,608.0,1,Education,25147.0,48,2986.0,0.294,16.17,1
29,Post Graduate,Mortgage,,5.4,4.3,590.0,1,Vehicle,,60,2616.0,0.462,16.97,1
40,Graduate,,86616.0,8.0,15.9,758.0,0,Medical,72151.0,60,968.0,0.134,7.84,0
36,Graduate,Own,60535.0,3.5,9.1,634.0,0,Debt Consolidation,,36,2351.0,0.466,15.67,0
43,Not Graduate,Rent,42152.0,9.9,4.2,630.0,0,Debt Consolidation,37127.0,36,1550.0,0.441,13.38,0
47,Not Graduate,Rent,,4.6,18.3,686.0,0,Home Improvement,,60,2187.0,0.361,12.24,0
45,Graduate,Own,71919.0,5.8,10.3,723.0,0,Home Improvement,34910.0,72,2060.0,0.344,8.19,0
36,Graduate,Mortgage,28558.0,1.2,5.7,477.0,2,Education,20164.0,36,252.0,0.106,21.21,1
21,Graduate,Mortgage,61579.0,2.1,1.0,700.0,0,Vehicle,20886.0,36,1025.0,0.2,11.22,0
33,Graduate,Rent,36396.0,1.3,10.4,728.0,0,Education,13117.0,60,319.0,0.105,8.58,0
43,Graduate,Own,100913.0,8.8,5.1,751.0,0,Business,40196.0,36,2369.0,0.282,9.5,0
26,Graduate,Mortgage,125381.0,4.4,2.6,656.0,1,Education,30383.0,36,2768.0,0.265,12.97,1
45,Not Graduate,Rent,108536.0,10.4,9.0,707.0,1,Debt Consolidation,24640.0,72,3703.0,0.409,12.29,0
48,Post Graduate,Rent,85626.0,0.9,21.1,698.0,0,Education,61889.0,60,1872.0,0.262,10.43,0
39,Post Graduate,Rent,59228.0,7.4,14.0,631.0,1,Vehicle,27708.0,36,1730.0,0.351,14.57,0
21,Graduate,Rent,65827.0,1.2,1.0,765.0,0,Debt Consolidation,12058.0,72,1698.0,0.31,9.46,0
24,Graduate,Rent,37314.0,3.3,1.0,625.0,0,Medical,53402.0,60,1388.0,0.446,15.26,0
59,Post Graduate,Rent,209470.0,5.4,8.3,850.0,0,Medical,12331.0,72,1721.0,0.099,5.5,0
32,Not Graduate,Own,79938.0,4.3,6.4,696.0,0,Debt Consolidation,38222.0,36,805.0,0.121,7.16,0
21,Not Graduate,Mortgage,53562.0,6.8,1.0,647.0,0,Medical,33686.0,48,860.0,0.193,11.67,1
52,Graduate,Mortgage,89203.0,3.9,8.1,737.0,0,Home Improvement,27693.0,36,3644.0,0.49,11.28,0
38,Graduate,Own,45648.0,5.0,6.2,609.0,0,Education,48355.0,36,958.0,0.252,13.46,1
50,Not Graduate,Rent,28367.0,2.9,19.0,659.0,0,Debt Consolidation,30195.0,48,842.0,0.356,12.17,0
41,Not Graduate,Mortgage,17250.0,8.2,12.8,597.0,0,Debt Consolidation,23754.0,36,326.0,0.227,14.97,1
43,Graduate,Mortgage,59123.0,6.2,15.7,771.0,0,Home Improvement,9198.0,36,1242.0,0.252,9.06,0
42,Post Graduate,Own,66383.0,7.4,4.8,733.0,0,Debt Consolidation,11169.0,48,2681.0,0.485,11.13,0
46,Not Graduate,Rent,58996.0,5.6,17.4,676.0,0,Business,177755.0,24,2001.0,0.407,10.44,1
63,Not Graduate,Own,46978.0,9.1,21.2,636.0,0,Vehicle,43395.0,72,250.0,0.064,10.53,0
49,Graduate,Own,70492.0,4.0,11.0,722.0,0,Home Improvement,57799.0,60,2757.0,0.469,11.21,0
21,Not Graduate,Mortgage,67275.0,6.0,1.0,677.0,0,Home Improvement,115569.0,36,637.0,0.114,8.28,1
43,Not Graduate,Mortgage,,24.5,15.9,744.0,1,Vehicle,23790.0,60,579.0,0.287,12.7,0
51,Graduate,Mortgage,84205.0,2.5,7.6,764.0,0,Debt Consolidation,26876.0,72,867.0,0.124,7.73,0
51,Not Graduate,Mortgage,38894.0,10.8,21.6,737.0,0,Debt Consolidation,11721.0,36,1535.0,0.474,9.5,0
33,Not Graduate,Own,58951.0,18.4,7.1,701.0,0,Home Improvement,24769.0,60,2240.0,0.456,10.86,1
51,Not Graduate,,73980.0,7.8,17.9,724.0,0,Business,32960.0,24,707.0,0.115,10.26,1
48,Graduate,Mortgage,90499.0,0.7,20.8,753.0,0,Debt Consolidation,,72,3280.0,0.435,8.13,1
66,Post Graduate,Rent,77264.0,2.6,29.2,766.0,0,Medical,42472.0,24,2875.0,0.447,7.01,0
30,Graduate,Own,61717.0,6.9,5.5,656.0,0,Debt Consolidation,43062.0,60,1861.0,0.362,11.46,1
32,Graduate,Rent,85081.0,5.7,4.7,652.0,0,Education,48200.0,36,2523.0,0.356,12.98,1
35,Graduate,Rent,28983.0,13.5,7.6,753.0,0,Education,,48,926.0,0.383,11.02,0
33,Graduate,Rent,37115.0,13.8,9.3,689.0,0,Home Improvement,29515.0,48,496.0,0.16,11.73,0
28,Graduate,Own,50228.0,5.4,6.5,687.0,0,Business,47376.0,36,724.0,0.173,10.04,0
21,Not Graduate,Rent,25637.0,5.7,1.0,518.0,1,Debt Consolidation,81161.0,72,452.0,0.212,18.74,1
33,Not Graduate,Rent,41327.0,4.1,8.9,718.0,0,Vehicle,30976.0,36,885.0,0.257,10.24,0
42,Graduate,Rent,49175.0,7.6,13.8,737.0,0,Vehicle,26548.0,36,1199.0,0.293,9.61,0
33,Post Graduate,Own,75816.0,3.1,8.7,702.0,0,Education,52807.0,60,1071.0,0.17,7.81,0
59,Graduate,Mortgage,55515.0,5.3,13.1,701.0,0,Debt Consolidation,25203.0,36,1283.0,0.277,10.21,0
38,Not Graduate,Mortgage,75566.0,3.3,8.1,710.0,0,Education,37620.0,24,1569.0,0.249,10.96,0
52,Post Graduate,Own,94345.0,6.6,17.1,759.0,0,Business,49965.0,24,512.0,0.065,9.51,0
41,Not Graduate,Rent,45233.0,10.4,11.2,715.0,0,Debt Consolidation,21822.0,36,365.0,0.097,9.6,0
47,Not Graduate,Mortgage,40198.0,2.1,15.2,684.0,0,Debt Consolidation,19860.0,60,983.0,0.293,12.43,0
41,Not Graduate,Rent,45713.0,5.1,16.9,682.0,0,Debt Consolidation,27796.0,48,1777.0,0.466,13.13,0
53,Graduate,Mortgage,56194.0,12.3,24.0,694.0,0,Business,30093.0,24,1143.0,0.244,10.21,0
39,Graduate,Mortgage,176918.0,14.4,13.5,799.0,1,Debt Consolidation,12406.0,48,6622.0,0.449,8.31,0
43,Graduate,Own,29558.0,4.1,16.4,696.0,0,Medical,34488.0,48,1639.0,0.665,13.91,0
42,Graduate,Rent,37541.0,3.4,15.1,697.0,0,Education,38704.0,60,857.0,0.274,12.71,0
35,Graduate,Rent,35143.0,0.5,9.2,625.0,1,Business,25376.0,48,1169.0,0.399,15.16,0
42,Graduate,Own,64291.0,11.0,7.6,695.0,1,Debt Consolidation,17821.0,36,1812.0,0.338,14.18,0
63,Post Graduate,Rent,80839.0,10.6,31.3,816.0,0,Medical,30342.0,72,1093.0,0.162,6.12,0
35,Post Graduate,Mortgage,56330.0,6.2,5.4,685.0,0,Debt Consolidation,74135.0,36,529.0,0.113,8.77,0
43,Not Graduate,Own,69899.0,19.6,14.8,775.0,0,Debt Consolidation,49584.0,72,1247.0,0.214,7.7,0
52,Not Graduate,Own,55155.0,5.7,8.0,,0,Home Improvement,54740.0,24,1238.0,0.269,11.46,0
51,Graduate,,86868.0,11.2,16.4,792.0,0,Home Improvement,23922.0,36,1476.0,0.204,7.49,0
38,Graduate,Own,97886.0,4.3,6.9,782.0,0,Medical,29145.0,24,1205.0,0.148,7.51,0
21,Not Graduate,Rent,17900.0,4.9,1.0,586.0,1,Business,35500.0,60,580.0,0.389,16.22,1
44,Not Graduate,Mortgage,63581.0,6.9,17.5,670.0,1,Business,25611.0,36,1055.0,0.199,11.61,0
21,Graduate,Own,31872.0,3.3,1.0,472.0,2,Debt Consolidation,31496.0,60,842.0,0.317,21.86,1
54,Graduate,Mortgage,63719.0,9.5,8.6,690.0,0,Education,17549.0,60,1315.0,0.248,12.49,0
40,Not Graduate,Own,45195.0,6.3,15.4,682.0,0,Business,25344.0,24,945.0,0.251,9.79,0
49,Graduate,Rent,56185.0,1.5,9.7,642.0,0,Business,29891.0,12,1122.0,0.24,13.23,0
28,Graduate,Mortgage,33121.0,11.4,5.2,676.0,0,Debt Consolidation,23478.0,60,839.0,0.304,12.22,1
21,Graduate,Mortgage,90556.0,,1.0,437.0,2,Vehicle,27828.0,48,1516.0,0.201,22.4,0
41,Not Graduate,Mortgage,26130.0,3.3,13.7,629.0,0,Debt Consolidation,9077.0,60,1077.0,0.495,13.23,0
38,Post Graduate,Own,102191.0,4.9,3.6,728.0,0,Debt Consolidation,16936.0,48,2715.0,0.319,10.47,0
33,Not Graduate,Mortgage,24519.0,7.7,8.5,755.0,0,Vehicle,67103.0,60,329.0,0.161,8.05,0
39,Not Graduate,Rent,46329.0,7.1,15.1,692.0,0,Home Improvement,,36,974.0,0.252,10.19,0
68,Not Graduate,Rent,105190.0,13.6,20.0,799.0,0,Education,38514.0,60,3811.0,0.435,8.43,0
47,Graduate,Mortgage,164841.0,6.9,17.1,808.0,0,Home Improvement,35557.0,60,3051.0,0.222,8.32,0
50,Not Graduate,Rent,22542.0,2.0,10.7,563.0,2,Debt Consolidation,,60,891.0,0.474,21.33,1
47,Not Graduate,Mortgage,34013.0,2.8,22.1,646.0,0,Medical,14270.0,72,296.0,0.104,11.75,1
54,Not Graduate,Rent,36914.0,1.9,10.7,738.0,0,Debt Consolidation,20901.0,36,1233.0,0.401,6.16,0
36,Graduate,Rent,157121.0,1.8,6.0,758.0,0,Vehicle,83044.0,60,6332.0,0.484,9.33,0
21,Post Graduate,Rent,70694.0,4.6,1.0,718.0,0,Debt Consolidation,21093.0,48,635.0,0.108,8.0,0
36,Post Graduate,Mortgage,118238.0,10.9,12.7,784.0,0,Home Improvement,72905.0,12,519.0,0.053,6.3,0
47,Graduate,Mortgage,,6.3,14.7,688.0,0,Education,22507.0,48,1973.0,0.363,11.05,0
27,Graduate,Rent,33202.0,7.9,2.4,617.0,1,Debt Consolidation,23729.0,48,830.0,0.3,15.06,1
36,Graduate,Rent,24664.0,9.4,4.3,701.0,0,Business,39821.0,72,623.0,0.303,11.86,1
30,Not Graduate,Rent,35442.0,11.4,7.4,665.0,0,Medical,21051.0,48,906.0,0.307,11.71,0
55,Not Graduate,Rent,132474.0,3.6,7.7,768.0,0,Debt Consolidation,16879.0,24,5427.0,0.492,8.98,0
46,Graduate,Mortgage,63954.0,10.5,15.4,708.0,0,Vehicle,28062.0,72,2106.0,0.395,11.42,0
45,Not Graduate,Rent,75058.0,9.7,14.3,743.0,0,Debt Consolidation,12586.0,36,1058.0,0.169,7.38,0
45,Graduate,Rent,30085.0,4.4,16.8,621.0,0,Home Improvement,34559.0,48,777.0,0.31,13.14,0
38,Graduate,Rent,49200.0,3.4,11.1,560.0,0,Home Improvement,32005.0,48,1415.0,0.345,14.32,1
40,Graduate,Own,80860.0,5.3,14.3,576.0,1,Business,56996.0,36,1257.0,0.187,16.96,0
25,Not Graduate,Mortgage,28582.0,13.3,1.0,645.0,0,Home Improvement,21520.0,36,295.0,0.124,12.0,1
21,Not Graduate,Own,45377.0,11.3,1.0,624.0,0,Home Improvement,42449.0,48,479.0,0.127,14.77,0
40,Graduate,Own,38334.0,4.4,4.6,570.0,1,Home Improvement,35842.0,60,201.0,0.063,14.07,0
42,Graduate,Mortgage,82611.0,10.7,9.7,713.0,0,Education,30337.0,72,2615.0,0.38,11.71,1
51,Post Graduate,Own,87220.0,8.6,16.7,649.0,1,Education,83902.0,72,1612.0,0.222,11.97,1
55,Not Graduate,Mortgage,63518.0,7.7,19.6,699.0,0,Business,49467.0,24,1827.0,0.345,9.87,1
55,Post Graduate,Own,107887.0,12.7,27.0,850.0,0,Debt Consolidation,21914.0,24,3584.0,0.399,5.5,0
27,Not Graduate,Rent,42154.0,7.1,5.4,672.0,0,Debt Consolidation,65838.0,24,149.0,0.042,10.47,0
34,Not Graduate,Mortgage,73350.0,6.0,5.3,763.0,0,Education,37445.0,72,1602.0,0.262,8.61,0
